image,gt,aeroplane,bicycle,bird,boat,bottle,bus,car,cat,chair,cow,diningtable,dog,horse,motorbike,person,pottedplant,sheep,sofa,train,tvmonitor
../data/VOCdevkit/VOC2012\JPEGImages\2008_000002.jpg,['tvmonitor'],0.011205656453967094,0.00048680682084523136,0.0005758697516284883,8.913318742997944e-05,0.004731071647256614,7.108295540092513e-05,0.0009418947156518698,0.002328988630324602,0.0069688353687524796,1.9141727534588426e-05,0.0005262730992399156,0.0004630010516848415,3.633085361798294e-05,0.00020437416969798503,0.002158587332814932,0.010780391283333302,0.00017089005268644542,0.00045438521192409104,6.556485459441319e-05,0.9932819604873656
../data/VOCdevkit/VOC2012\JPEGImages\2008_000003.jpg,"['person', 'train']",0.003066586097702384,2.5454382921452634e-05,0.003115334315225482,0.022235829383134842,3.623767042881809e-05,0.001341531751677394,0.00027973210671916604,0.0033631694968789816,0.007728758733719587,2.9892510156059866e-06,0.0004934151656925678,0.0010500566568225622,0.00011546394671313465,3.3935222745640197e-05,0.0022113423328846693,0.0011119833216071127,2.4151802790584046e-05,0.0003499800222925842,0.32319197058677673,0.0009671891457401217
../data/VOCdevkit/VOC2012\JPEGImages\2008_000007.jpg,['boat'],0.010294212028384209,3.236264456063509e-05,0.00032345560612156987,0.9926244616508484,0.05590271204710007,2.9212666049716063e-05,0.00044905851245857775,0.00011947489838348702,7.517454650951551e-05,1.5851706848479807e-05,0.00016888593381736428,9.2741334810853e-05,0.00045670801773667336,3.1864754419075325e-05,0.0008293018327094616,0.00015346652071457356,2.6732419428299178e-05,0.00010437911987537518,0.0009258532081730664,0.00013047934044152498
../data/VOCdevkit/VOC2012\JPEGImages\2008_000009.jpg,['cow'],0.0006202340009622276,0.0001233561051776633,0.00044631923083215946,0.0004866738454438746,0.0003017318667843938,0.0006868328782729805,0.008158320561051369,0.0010973017197102306,3.959325840696693e-05,0.7821690440177917,7.249389454955235e-05,0.04542283713817597,0.0016768218483775856,0.0004235224041622132,0.0013354351976886392,0.00023674560361541808,0.7847154140472412,8.566833275835961e-05,3.3725162211339914e-05,1.9525328752933998e-05
../data/VOCdevkit/VOC2012\JPEGImages\2008_000016.jpg,['tvmonitor'],0.0001535713381599635,0.003035915084183216,0.00014810950960963964,3.324931094539352e-05,0.001391335390508175,0.00010022395872510971,0.0013602722901850939,0.0004347612557467073,0.017281290143728256,4.56248790214886e-06,0.0002768483536783606,0.00014353648293763402,4.898741735814839e-06,2.7820069590234198e-05,0.0012356366496533153,0.00136910704895854,2.6605708626448173e-05,0.0004674498632084577,3.723209010786377e-05,0.99996817111969
../data/VOCdevkit/VOC2012\JPEGImages\2008_000021.jpg,['aeroplane'],0.9999624490737916,0.0004088789282832295,9.666637924965472e-05,4.934155003866181e-05,0.0012788597960025072,0.00024546985514462,0.0016252046916633847,2.630829476402141e-05,0.00037072147824801515,8.647160575492309e-05,0.0004224353469908238,0.0002989572240039706,0.002384917577728629,0.0028117250185459852,0.2682604491710663,0.0003302962868474424,0.0002826911804731935,5.870759196113795e-05,3.115918298135512e-05,0.0010051452554762363
../data/VOCdevkit/VOC2012\JPEGImages\2008_000026.jpg,"['dog', 'person']",1.3515121963791898e-06,0.0009531661635264754,0.0167837031185627,7.13045519660227e-05,0.006675988435745239,7.621708209626377e-05,0.00020638093701563776,0.01710255816578865,0.03067348338663578,0.0019075303571298718,0.003791264723986387,0.3726455271244049,0.0014079215470701456,2.380618752795272e-05,0.9999365806579591,0.002835673512890935,0.058691684156656265,7.69199978094548e-05,0.00014198626740835607,0.0007677118410356343
../data/VOCdevkit/VOC2012\JPEGImages\2008_000027.jpg,['car'],0.00015011023788247255,0.0057396842166781425,9.953744302038105e-05,0.0010718896519392727,0.00011927181913051753,9.672141459304841e-05,0.99997079372406,0.001984671223908663,0.0006008023046888411,0.00012899949797429144,0.0013647966552525759,0.0012518728617578745,5.272120688459836e-05,0.0042036487720906734,0.22267010807991028,0.0008505567093379796,3.1658666557632393e-05,3.700918023241684e-05,5.6592838518554345e-05,3.3111478842329234e-05
../data/VOCdevkit/VOC2012\JPEGImages\2008_000032.jpg,"['bus', 'person']",5.2363808208610856e-05,0.00996436458081007,0.0008440361707471311,0.0006301704561337829,0.0008811819716356696,0.9986222982406616,0.06043312326073647,0.0014127888716757298,0.0066712028346955785,0.00046375111560337245,0.004903490655124188,2.041998595814221e-05,0.00035005310201086104,0.0014781457139179108,0.4472444355487824,0.013381916098296642,0.0009082762990146876,0.00022028876992408183,0.0004570285091176629,0.0002965414896607399
../data/VOCdevkit/VOC2012\JPEGImages\2008_000034.jpg,"['bottle', 'person']",1.851521483331453e-05,0.00016076379688456655,0.00018936516426038,7.900706987129524e-05,0.3842481672763825,3.296025533927605e-05,0.0004945765831507742,0.0010431967675685883,0.009961655363440514,0.0003290275053586811,0.027271542698144916,0.0006518249283544719,0.00023051838797982782,0.00029213278321549296,0.9997515082359314,0.006056253332644701,0.00043432379607111216,0.00444481847807765,5.014492126065306e-05,0.0024754968471825123
